Review,Sentiment,Cleaned_Review,Tokenized_Review
"Cảm nhận máy mượt. Đến cái chốt đơn luôn. Nv thu hoài tgdđ sôg côg nhiệt tình . pin trâu. Đã dùng dòg not 8, 10 mi11t giờ đến not 13 quả thật xiaomi vẫn là đỉnh của chóp", ,cảm nhận máy mượt đến cái chốt đơn luôn nv thu hoài tgdđ sôg côg nhiệt tình pin trâu đã dùng dòg not 8 10 mi11t giờ đến not 13 quả thật xiaomi vẫn là đỉnh của chóp,cảm_nhận máy mượt đến cái chốt đơn luôn nv thu hoài tgdđ sôg côg nhiệt_tình pin trâu đã dùng dòg not 8 10 mi11t giờ đến not 13 quả_thật xiaomi vẫn là đỉnh của chóp
E lấy que chọc sim chọc nhầm vào lỗ micro có sao k ạ, ,e lấy que chọc sim chọc nhầm vào lỗ micro có sao k ạ,e lấy que chọc sim chọc nhầm vào lỗ micro có sao k ạ
Ai sai xaommi redmi 13 pro 5g cho mình hỏi Ảnh riêng tư để ở mục album cá nhân thêm vào rồi sao để mở ra xem được . Thanks ạ, ,ai sai xaommi redmi 13 pro 5g cho mình hỏi ảnh riêng tư để ở mục album cá nhân thêm vào rồi sao để mở ra xem được thanks ạ,ai sai xaommi redmi 13 pro 5g cho mình hỏi ảnh riêng_tư để ở mục album cá_nhân thêm vào rồi sao để mở ra xem được thanks ạ
Rất tốt, ,rất tốt,rất tốt
"Mình Đang sử dụng Redmi Note 13 pro 5g bản 8/256 ngày mua là 13/9 Không thấy hiện tượng để qua đêm mà tự tụt pin 7 đến 10% như các bạn mua trước đã đánh giá trên đây mình đang sử dụng bản mặc định miui 14 android 13 tên phiên bản miui Golbal 14.0.9 TNRMIXM và không có cập nhật bản hyber os 0.12, vì bản hyber os nếu các bạn cập nhật cho dòng note có thể sẽ lỗi không đáng, trừ dòng cao cấp thì các bạn hả cập nhật Mình thấy bản mặc định không có hiện tượng loa ngoài rè hay bụp bụp gì cả, với không có vụ không sử dụng mà Redmi Note 13 pro 5g lại bị tụt pin không phanh, cái này là bịa đặt từ phía bên thứ ba để dìm hãng Xiaomi, nếu các bạn gặp lỗi vậy có thể trực tiếp đến cửa hàng dmx để được đổi trả sản phẩm mới nhưng bác bạn nên mua thêm gói 12 tháng đổi trả để máy có bị sự cố gì mình đổi luôn sản phẩm trong tháng đó không phải 30 ngày đổi trả và 18 tháng bảo hành hãng Nhược điểm pin trâu sạc nhanh,+ cam chụp ảnh đẹp và chế độ chống rung rất tốt Và chế độ chờ mình để từ 6h sáng đến 3h chiều chỉ tụt 1% pin không để mạng hay các kết nối nào cả, vậy là quá ổn với viên pin 5100 ở thời gian chờ Cảm ơn các bạn điện máy xanh giao long bến tre đã tư vấn hỗ trợ mình biết đến sản phẩm Quá tốt và ổn trong tầm giá tiền đã bỏ ra", ,mình đang sử dụng redmi note 13 pro 5g bản 8256 ngày mua là 139 không thấy hiện tượng để qua đêm mà tự tụt pin 7 đến 10 như các bạn mua trước đã đánh giá trên đây mình đang sử dụng bản mặc định miui 14 android 13 tên phiên bản miui golbal 1409 tnrmixm và không có cập nhật bản hyber os 012 vì bản hyber os nếu các bạn cập nhật cho dòng note có thể sẽ lỗi không đáng trừ dòng cao cấp thì các bạn hả cập nhật mình thấy bản mặc định không có hiện tượng loa ngoài rè hay bụp bụp gì cả với không có vụ không sử dụng mà redmi note 13 pro 5g lại bị tụt pin không phanh cái này là bịa đặt từ phía bên thứ ba để dìm hãng xiaomi nếu các bạn gặp lỗi vậy có thể trực tiếp đến cửa hàng dmx để được đổi trả sản phẩm mới nhưng bác bạn nên mua thêm gói 12 tháng đổi trả để máy có bị sự cố gì mình đổi luôn sản phẩm trong tháng đó không phải 30 ngày đổi trả và 18 tháng bảo hành hãng nhược điểm pin trâu sạc nhanh cam chụp ảnh đẹp và chế độ chống rung rất tốt và chế độ chờ mình để từ 6h sáng đến 3h chiều chỉ tụt 1 pin không để mạng hay các kết nối nào cả vậy là quá ổn với viên pin 5100 ở thời gian chờ cảm ơn các bạn điện máy xanh giao long bến tre đã tư vấn hỗ trợ mình biết đến sản phẩm quá tốt và ổn trong tầm giá tiền đã bỏ ra,mình đang sử_dụng redmi note 13 pro 5g bản 8256 ngày mua là 139 không thấy hiện_tượng để qua đêm mà tự tụt pin 7 đến 10 như các bạn mua trước đã đánh_giá trên đây mình đang sử_dụng bản mặc_định miui 14 android 13 tên phiên_bản miui golbal 1409 tnrmixm và không có cập_nhật bản hyber os 012 vì bản hyber os nếu các bạn cập_nhật cho dòng note có_thể sẽ lỗi không đáng trừ dòng cao_cấp thì các bạn hả cập_nhật mình thấy bản mặc_định không có hiện_tượng loa ngoài rè hay bụp bụp gì cả với không có vụ không sử_dụng mà redmi note 13 pro 5g lại bị tụt pin không phanh cái này là bịa_đặt từ phía bên thứ ba để dìm hãng xiaomi nếu các bạn gặp lỗi vậy có_thể trực_tiếp đến cửa_hàng dmx để được đổi trả sản_phẩm mới nhưng bác bạn nên mua thêm gói 12 tháng đổi trả để máy có bị sự_cố gì mình đổi luôn sản_phẩm trong tháng đó không phải 30 ngày đổi trả và 18 tháng bảo_hành hãng nhược_điểm pin trâu sạc nhanh cam chụp ảnh đẹp và chế_độ chống rung rất tốt và chế_độ chờ mình để từ 6h sáng đến 3h chiều chỉ tụt 1 pin không để mạng hay các kết_nối nào cả vậy là quá ổn với viên pin 5100 ở thời_gian chờ cảm_ơn các bạn điện_máy xanh giao_long bến_tre đã tư_vấn hỗ_trợ mình biết đến sản_phẩm quá tốt và ổn trong tầm giá tiền đã bỏ ra
"Điện thoại này có dán keo sẵn hả ad, mình thấy có lớp dán rất chắc chắn chứ ko phải màn hình, vậy mình lột ra đc hog", ,điện thoại này có dán keo sẵn hả ad mình thấy có lớp dán rất chắc chắn chứ ko phải màn hình vậy mình lột ra đc hog,điện_thoại này có dán keo sẵn hả ad mình thấy có lớp dán rất chắc_chắn chứ ko phải màn_hình vậy mình lột ra đc hog
Sản phẩm tốt phù hợp giá thành, ,sản phẩm tốt phù hợp giá thành,sản_phẩm tốt phù_hợp giá_thành
Rất tốt. Phục vụ chu đáo, ,rất tốt phục vụ chu đáo,rất tốt phục_vụ chu_đáo
"Đã mua oppo A38 6GB/128GB tại Thế giới di động 11 Thái Hà hôm 07/06/2024, em nhân viên trẻ tư vẫn và hỗ trợ cài đặt rất nhiệt tình, sau hơn 1 tháng sử dụng hôm nay mình mới đánh giá sản phẩm này, điện thoại dùng rất ổn, chạy mượt mà, pin sạc nhanh.", ,đã mua oppo a38 6gb128gb tại thế giới di động 11 thái hà hôm 07062024 em nhân viên trẻ tư vẫn và hỗ trợ cài đặt rất nhiệt tình sau hơn 1 tháng sử dụng hôm nay mình mới đánh giá sản phẩm này điện thoại dùng rất ổn chạy mượt mà pin sạc nhanh,đã mua oppo a38 6gb128gb tại thế_giới di_động 11 thái hà hôm 07062024 em nhân_viên trẻ tư vẫn và hỗ_trợ cài_đặt rất nhiệt_tình sau hơn 1 tháng sử_dụng hôm_nay mình mới đánh_giá sản_phẩm này điện_thoại dùng rất ổn chạy mượt_mà pin sạc nhanh
Ok, ,ok,ok
Sao vam trước chụp hình mờ kinh, ,sao vam trước chụp hình mờ kinh,sao vam trước chụp hình mờ kinh
Ok chip đồ họa 710 ấn tượng lắm, ,ok chip đồ họa 710 ấn tượng lắm,ok chip đồ_hoạ 710 ấn_tượng lắm
Máy dùng mượt pin trâu chụp ảnh chơi game thì khỏi bàng với những tác vụ khác thì quá ok mọi người nên mua về trải nghiệm nhé, ,máy dùng mượt pin trâu chụp ảnh chơi game thì khỏi bàng với những tác vụ khác thì quá ok mọi người nên mua về trải nghiệm nhé,máy dùng mượt pin trâu chụp ảnh chơi game thì khỏi bàng với những tác_vụ khác thì quá ok mọi người nên mua về trải_nghiệm nhé
Quá ngon, ,quá ngon,quá ngon
"Màn hình đẹp, camera xuất sắc, mua tặng vợ dc khen", ,màn hình đẹp camera xuất sắc mua tặng vợ dc khen,màn_hình đẹp camera xuất_sắc mua tặng vợ dc khen
Đã dùng được 5 tháng . Sp giá tầm trung . Màu đẹp . Pin sạc nhanh lại dùng được lâu, ,đã dùng được 5 tháng sp giá tầm trung màu đẹp pin sạc nhanh lại dùng được lâu,đã dùng được 5 tháng sp giá tầm trung màu đẹp pin sạc nhanh lại dùng được lâu
Điện thoại sai ok .pin trâu, ,điện thoại sai ok pin trâu,điện_thoại sai ok pin trâu
Âm thanh hình ảnh chất lượng rất hài long, ,âm thanh hình ảnh chất lượng rất hài long,âm_thanh hình_ảnh chất_lượng rất hài_long
"Xiaomi note 13 pro 5G Sử dụng rất tốt chụp ảnh đẹp, và chế độ sạc rất nhanh đầy pin Khi các bạn vừa mua sản phẩm về đừng cập nhật phần mềm hay gì hết. Cứ để y như vậy mà sử dụng Vì hệ điều hành ota hyper os ko ổn định nên đừng cập nhật nha cả nhà Tôi đang dùng bản mặc định của máy thấy pin quá trâu ko hao pin và ko có hiện tượng giựt lag như các bạn khác đã cmt, nói chung quá ok", ,xiaomi note 13 pro 5g sử dụng rất tốt chụp ảnh đẹp và chế độ sạc rất nhanh đầy pin khi các bạn vừa mua sản phẩm về đừng cập nhật phần mềm hay gì hết cứ để y như vậy mà sử dụng vì hệ điều hành ota hyper os ko ổn định nên đừng cập nhật nha cả nhà tôi đang dùng bản mặc định của máy thấy pin quá trâu ko hao pin và ko có hiện tượng giựt lag như các bạn khác đã cmt nói chung quá ok,xiaomi note 13 pro 5g sử_dụng rất tốt chụp ảnh đẹp và chế_độ sạc rất nhanh đầy pin khi các bạn vừa mua sản_phẩm về đừng cập_nhật phần_mềm hay gì hết cứ để y_như vậy_mà sử_dụng vì hệ_điều_hành ota hyper os ko ổn_định nên đừng cập_nhật nha cả nhà tôi đang dùng bản mặc_định của máy thấy pin quá trâu ko hao pin và ko có hiện_tượng giựt lag như các bạn khác đã cmt nói_chung quá ok
Mượt nói chung ok với tâm giá, ,mượt nói chung ok với tâm giá,mượt nói_chung ok với tâm giá
"Máy mượt yên, không thấy bị nóng máy chỉ ấm nhẹ ở phần cam, màn đẹp loa to...nói chung trải nghiệm tốt pin sử dụng được khoảng 1 ngày AC nhân viên hỗ trợ rất nhiệt tình", ,máy mượt yên không thấy bị nóng máy chỉ ấm nhẹ ở phần cam màn đẹp loa tonói chung trải nghiệm tốt pin sử dụng được khoảng 1 ngày ac nhân viên hỗ trợ rất nhiệt tình,máy mượt yên không thấy bị nóng máy chỉ ấm nhẹ ở phần cam màn đẹp loa tonói chung trải_nghiệm tốt pin sử_dụng được khoảng 1 ngày ac nhân_viên hỗ_trợ rất nhiệt_tình
"Mình mua máy được gần 9 tháng rồi, vẫn dùng oke, ko lỗi gì ạ, có mỗi phần mềm viettel home vào xem camera lần nào nó cũng hỏi quyền toàn màn hình mà mình cấp quyền rồi", ,mình mua máy được gần 9 tháng rồi vẫn dùng oke ko lỗi gì ạ có mỗi phần mềm viettel home vào xem camera lần nào nó cũng hỏi quyền toàn màn hình mà mình cấp quyền rồi,mình mua máy được gần 9 tháng rồi vẫn dùng oke ko lỗi gì ạ có mỗi phần_mềm viettel home vào xem camera lần nào nó cũng hỏi quyền toàn màn_hình mà mình cấp quyền rồi
ko cắm được thẻ nhớ à mọi người, ,ko cắm được thẻ nhớ à mọi người,ko cắm được thẻ nhớ à mọi người
"Tôi mới dùng 4 ngày, cảm nghĩ tuyệt...máy tốt trong tầm giá, đầy đủ chức năng nhất là NFC..máy tốt màn hình đẹp...nói chung là OK, cảm giác pin xuống hơi nhanh nhưng cấu hình như thế tạm chấp nhận, nhưng mà sạc siêu nhanh, 15 phút đã sạc được 45% rồi nên không lo, nói chung giá 7.790k như vậy là quá tốt, đầy đủ NFC, Hồng ngoại, OTG.", ,tôi mới dùng 4 ngày cảm nghĩ tuyệtmáy tốt trong tầm giá đầy đủ chức năng nhất là nfcmáy tốt màn hình đẹpnói chung là ok cảm giác pin xuống hơi nhanh nhưng cấu hình như thế tạm chấp nhận nhưng mà sạc siêu nhanh 15 phút đã sạc được 45 rồi nên không lo nói chung giá 7790k như vậy là quá tốt đầy đủ nfc hồng ngoại otg,tôi mới dùng 4 ngày cảm_nghĩ tuyệtmáy tốt trong tầm giá đầy_đủ chức_năng nhất là nfcmáy tốt màn_hình đẹpnói chung là ok cảm_giác pin xuống hơi nhanh nhưng cấu_hình như_thế tạm chấp_nhận nhưng_mà sạc siêu nhanh 15 phút đã sạc được 45 rồi nên không lo nói_chung giá 7790k như_vậy là quá tốt đầy_đủ nfc hồng_ngoại otg
Tr oi mới mua 8tr490 nay vô coi thấy 7tr790 tan nát con tim emmmm huhu, ,tr oi mới mua 8tr490 nay vô coi thấy 7tr790 tan nát con tim emmmm huhu,tr oi mới mua 8tr490 nay vô coi thấy 7tr790 tan_nát con tim emmmm huhu
"Máy cũng tốt , cam đẹp , khá mạnh , NHƯNG máy nóng vãi các bác ơi , như iphone vậy , sạc nhanh ,", ,máy cũng tốt cam đẹp khá mạnh nhưng máy nóng vãi các bác ơi như iphone vậy sạc nhanh,máy cũng tốt cam đẹp khá mạnh nhưng máy nóng vãi các bác ơi như iphone vậy sạc nhanh
"Đt pin, sạc rất tốt , OK", ,đt pin sạc rất tốt ok,đt pin sạc rất tốt ok
Tôi vừa mua xong. 8.440.000 là sao nhỉ, ,tôi vừa mua xong 8440000 là sao nhỉ,tôi vừa mua xong 8440000 là sao nhỉ
Sài êm, ,sài êm,sài êm
"Tổng quan dùng tốt nha, nhưng lâu lâu có khi nút bị đơ nhấn mấy lần mới có được", ,tổng quan dùng tốt nha nhưng lâu lâu có khi nút bị đơ nhấn mấy lần mới có được,tổng_quan dùng tốt nha nhưng lâu_lâu có_khi nút bị đơ nhấn mấy lần mới có được
